state,district,member,party,start,end
Florida,13,"Young, Bill", R,01/03/13,10/18/13
Florida,13,"Jolly, David", R,03/13/14,01/03/15
Florida,14,"Castor, Kathy", D,1/3/2013,1/3/2015
Florida,15,"Ross, Dennis A.", R,1/3/2013,1/3/2015
Florida,16,"Buchanan, Vern", R,1/3/2013,1/3/2015
Florida,17,"Rooney, Tom", R,1/3/2013,1/3/2015
Florida,18,"Murphy, Patrick", D,1/3/2013,1/3/2015
Florida,19,"Radel, Trey", R,1/3/2013,01/27/14
Florida,19,"Clawson, Curt", R,06/25/14,1/3/2015
Florida,20,"Hastings, Alcee", D,1/3/2013,1/3/2015
Florida,21,"Deutch, Ted", D,1/3/2013,1/3/2015
Florida,22,"Frankel, Lois", D,1/3/2013,1/3/2015
Florida,23,"Wasserman, Debbie", D,1/3/2013,1/3/2015
Florida,24,"Wilson, Frederica", D,1/3/2013,1/3/2015
Florida,25,"Diaz-Balart, Mario", R,1/3/2013,1/3/2015
Florida,26,"Garcia, Joe", D,1/3/2013,1/3/2015
Florida,27,"Ros-Lehtinen, Ileana", R,1/3/2013,1/3/2015
Georgia,1,"Kingston, Jack", R,1/3/2013,1/3/2015
Georgia,2,"Bishop, Sanford", D,1/3/2013,1/3/2015
Georgia,3,"Westmoreland, Lynn", R,1/3/2013,1/3/2015
Georgia,4,"Johnson, Hank", D,1/3/2013,1/3/2015
Georgia,5,"Lewis, John", D,1/3/2013,1/3/2015
Georgia,6,"Price, Tom", R,1/3/2013,1/3/2015
Georgia,7,"Woodall, Rob", R,1/3/2013,1/3/2015
Georgia,8,"Scott, Austin", R,1/3/2013,1/3/2015
Georgia,9,"Collins, Doug", R,1/3/2013,1/3/2015
Georgia,10,"Broun, Paul", R,1/3/2013,1/3/2015
Georgia,11,"Gingrey, Phil", R,1/3/2013,1/3/2015
Georgia,12,"Barrow, John", D,1/3/2013,1/3/2015
Georgia,13,"Scott, David", D,1/3/2013,1/3/2015
Georgia,14,"Graves, Tom", R,1/3/2013,1/3/2015
Hawaii,1,"Hanabusa, Colleen", D,1/3/2013,1/3/2015
Hawaii,2,"Gabbard, Tulsi", D,1/3/2013,1/3/2015
Idaho,1,"Labrador, Raul", R,1/3/2013,1/3/2015
Idaho,2,"Simpson, Mike", R,1/3/2013,1/3/2015
Illinois,1,"Rush, Bobby", D,1/3/2013,1/3/2015
Illinois,2,"Kelly, Robin", D,04/09/13,1/3/2015
Illinois,3,"Lipinski, Dan", D,1/3/2013,1/3/2015
Illinois,4,"Gutiérrez, Luis", D,1/3/2013,1/3/2015
Illinois,5,"Quigley, Mike", D,1/3/2013,1/3/2015
Illinois,6,"Roskam, Peter", R,1/3/2013,1/3/2015
Illinois,7,"Davis, Danny K.", D,1/3/2013,1/3/2015
Illinois,8,"Duckworth, Tammy", D,1/3/2013,1/3/2015
Illinois,9,"Schakowsky, Jan", D,1/3/2013,1/3/2015
Illinois,10,"Schneider, Brad", D,1/3/2013,1/3/2015
Illinois,11,"Foster, Bill", D,1/3/2013,1/3/2015
Illinois,12,"Enyart, William", D,1/3/2013,1/3/2015
Illinois,13,"Davis, Rodney L.", R,1/3/2013,1/3/2015
Illinois,14,"Hultgren, Randy", R,1/3/2013,1/3/2015
Illinois,15,"Shimkus, John", R,1/3/2013,1/3/2015
Illinois,16,"Kinzinger, Adam", R,1/3/2013,1/3/2015
Illinois,17,"Bustos, Cheri", D,1/3/2013,1/3/2015
Illinois,18,"Schock, Aaron", R,1/3/2013,1/3/2015
Indiana,1,"Visclosky, Pete", D,1/3/2013,1/3/2015
Indiana,2,"Walorski, Jackie", R,1/3/2013,1/3/2015
Indiana,3,"Stutzman, Marlin", R,1/3/2013,1/3/2015
Indiana,4,"Rokita, Todd", R,1/3/2013,1/3/2015
Indiana,5,"Brooks, Susan", R,1/3/2013,1/3/2015
Indiana,6,"Messer, Luke", R,1/3/2013,1/3/2015
Indiana,7,"Carson, André", D,1/3/2013,1/3/2015
Indiana,8,"Bucshon, Larry", R,1/3/2013,1/3/2015
Indiana,9,"Young, Todd", R,1/3/2013,1/3/2015
Iowa,1,"Braley, Bruce", D,1/3/2013,1/3/2015
Iowa,2,"Loebsack, David", D,1/3/2013,1/3/2015
Iowa,3,"Latham, Tom", R,1/3/2013,1/3/2015
Iowa,4,"King, Steve", R,1/3/2013,1/3/2015
Kansas,1,"Huelskamp, Tim", R,1/3/2013,1/3/2015
Kansas,2,"Jenkins, Lynn", R,1/3/2013,1/3/2015
Kansas,3,"Yoder, Kevin", R,1/3/2013,1/3/2015
Kansas,4,"Pompeo, Mike", R,1/3/2013,1/3/2015
Kentucky,1,"Whitfield, Ed", R,1/3/2013,1/3/2015
Kentucky,2,"Guthrie, Brett", R,1/3/2013,1/3/2015
Kentucky,3,"Yarmuth, John", D,1/3/2013,1/3/2015
Kentucky,4,"Massie, Thomas", R,1/3/2013,1/3/2015
Kentucky,5,"Rogers, Hal", R,1/3/2013,1/3/2015
Kentucky,6,"Barr, Andy", R,1/3/2013,1/3/2015
Louisiana,1,"Scalise, Steve", R,1/3/2013,1/3/2015
Louisiana,2,"Richmond, Cedric", D,1/3/2013,1/3/2015
Louisiana,3,"Boustany, Charles", R,1/3/2013,1/3/2015
Louisiana,4,"Fleming, John", R,1/3/2013,1/3/2015
Louisiana,5,"Alexander, Rodney", R,1/3/2013,09/26/13
Louisiana,5,"McAllister, Vance", R,11/21/13,1/3/2015
Louisiana,6,"Cassidy, Bill", R,1/3/2013,1/3/2015
Maine,1,"Pingree, Chellie", D,1/3/2013,1/3/2015
Maine,2,"Michaud, Mike", D,1/3/2013,1/3/2015
Maryland,1,"Harris, Andrew P.", R,1/3/2013,1/3/2015
Maryland,2,"Ruppersberger, Dutch", D,1/3/2013,1/3/2015
Maryland,3,"Sarbanes, John", D,1/3/2013,1/3/2015
Maryland,4,"Edwards, Donna", D,1/3/2013,1/3/2015
Maryland,5,"Hoyer, Steny", D,1/3/2013,1/3/2015
Maryland,6,"Delaney, John K.", D,1/3/2013,1/3/2015
Maryland,7,"Cummings, Elijah", D,1/3/2013,1/3/2015
Maryland,8,"Van, Chris", D,1/3/2013,1/3/2015
Massachusetts,1,"Neal, Richard", D,1/3/2013,1/3/2015
Massachusetts,2,"McGovern, Jim", D,1/3/2013,1/3/2015
Massachusetts,3,"Tsongas, Niki", D,1/3/2013,1/3/2015
Massachusetts,4,"Kennedy, Joseph P., III", D,1/3/2013,1/3/2015
Massachusetts,5,"Markey, Ed", D,01/03/13,07/15/13
Massachusetts,5,"Clark, Katherine", D,12/12/13,01/03/15
Massachusetts,6,"Tierney, John F.", D,1/3/2013,1/3/2015
Massachusetts,7,"Capuano, Mike", D,1/3/2013,1/3/2015
Massachusetts,8,"Lynch, Stephen", D,1/3/2013,1/3/2015
Massachusetts,9,"Keating, William T.", D,1/3/2013,1/3/2015
Michigan,1,"Benishek, Dan", R,1/3/2013,1/3/2015
Michigan,2,"Huizenga, Bill", R,1/3/2013,1/3/2015
Michigan,3,"Amash, Justin", R,1/3/2013,1/3/2015
Michigan,4,"Camp, Dave", R,1/3/2013,1/3/2015
Michigan,5,"Kildee, Dan", D,1/3/2013,1/3/2015
Michigan,6,"Upton, Fred", R,1/3/2013,1/3/2015
Michigan,7,"Walberg, Tim", R,1/3/2013,1/3/2015
Michigan,8,"Rogers, Mike", R,1/3/2013,1/3/2015
Michigan,9,"Levin, Sander", D,1/3/2013,1/3/2015
Michigan,10,"Miller, Candice", R,1/3/2013,1/3/2015
Michigan,11,"Bentivolio, Kerry", R,1/3/2013,1/3/2015
Michigan,12,"Dingell, John", D,1/3/2013,1/3/2015
Michigan,13,"Conyers, John", D,1/3/2013,1/3/2015
Michigan,14,"Peters, Gary", D,1/3/2013,1/3/2015
Minnesota,1,"Walz, Tim", D,1/3/2013,1/3/2015
Minnesota,2,"Kline, John", R,1/3/2013,1/3/2015
Minnesota,3,"Paulsen, Erik", R,1/3/2013,1/3/2015
Minnesota,4,"McCollum, Betty", D,1/3/2013,1/3/2015
Minnesota,5,"Ellison, Keith", D,1/3/2013,1/3/2015
Minnesota,6,"Bachmann, Michele", R,1/3/2013,1/3/2015
Minnesota,7,"Peterson, Collin", D,1/3/2013,1/3/2015
Minnesota,8,"Nolan, Rick", D,1/3/2013,1/3/2015
Mississippi,1,"Nunnelee, Alan", R,1/3/2013,1/3/2015
Mississippi,2,"Thompson, Bennie", D,1/3/2013,1/3/2015
Mississippi,3,"Harper, Gregg", R,1/3/2013,1/3/2015
Mississippi,4,"Palazzo, Steven", R,1/3/2013,1/3/2015
Missouri,1,"Clay, Lacy", D,1/3/2013,1/3/2015
Missouri,2,"Wagner, Ann", R,1/3/2013,1/3/2015
Missouri,3,"Luetkemeyer, Blaine", R,1/3/2013,1/3/2015
Missouri,4,"Hartzler, Vicky", R,1/3/2013,1/3/2015
Missouri,5,"Cleaver, Emanuel", D,1/3/2013,1/3/2015
Missouri,6,"Graves, Sam", R,1/3/2013,1/3/2015
Missouri,7,"Long, Billy", R,1/3/2013,1/3/2015
Missouri,8,"Ann, Jo", R,01/03/13,01/22/13
Missouri,8,"Smith, Jason T.", R,06/04/13,01/03/15
Montana,1,"Daines, Steve", R,1/3/2013,1/3/2015
Nebraska,1,"Fortenberry, Jeff", R,1/3/2013,1/3/2015
Nebraska,2,"Terry, Lee", R,1/3/2013,1/3/2015
Nebraska,3,"Smith, Adrian M.", R,1/3/2013,1/3/2015
Nevada,1,"Titus, Dina", D,1/3/2013,1/3/2015
Nevada,2,"Amodei, Mark", R,1/3/2013,1/3/2015
Nevada,3,"Heck, Joe", R,1/3/2013,1/3/2015
Nevada,4,"Horsford, Steven", D,1/3/2013,1/3/2015
New Hampshire,1,"Shea-Porter, Carol", D,1/3/2013,1/3/2015
New Hampshire,2,"McLane, Ann", D,1/3/2013,1/3/2015
New Jersey,1,"Andrews, Rob", D,01/03/13,02/18/14
New Jersey,1,"Norcross, Donald", D,11/12/14,01/03/15
New Jersey,2,"LoBiondo, Frank", R,1/3/2013,1/3/2015
New Jersey,3,"Runyan, Jon", R,1/3/2013,1/3/2015
New Jersey,4,"Smith, Chris", R,1/3/2013,1/3/2015
New Jersey,5,"Garrett, Scott", R,1/3/2013,1/3/2015
New Jersey,6,"Pallone, Frank", D,1/3/2013,1/3/2015
New Jersey,7,"Lance, Leonard", R,1/3/2013,1/3/2015
New Jersey,8,"Sires, Albio", D,1/3/2013,1/3/2015
New Jersey,9,"Pascrell, Bill", D,1/3/2013,1/3/2015
New Jersey,10,"Payne, Donald", D,1/3/2013,1/3/2015
New Jersey,11,"Frelinghuysen, Rodney", R,1/3/2013,1/3/2015
New Jersey,12,"Holt, Rush", D,1/3/2013,1/3/2015
New Mexico,1,"Lujan, Michelle", D,1/3/2013,1/3/2015
New Mexico,2,"Pearce, Steve", R,1/3/2013,1/3/2015
New Mexico,3,"Ray, Ben", D,1/3/2013,1/3/2015
New York,1,"Bishop, Timothy", D,1/3/2013,1/3/2015
New York,2,"King, Peter T.", R,1/3/2013,1/3/2015
New York,3,"Israel, Steve", D,1/3/2013,1/3/2015
New York,4,"McCarthy, Carolyn", D,1/3/2013,1/3/2015
New York,5,"Meeks, Gregory", D,1/3/2013,1/3/2015
New York,6,"Meng, Grace", D,1/3/2013,1/3/2015
New York,7,"Velazquez, Nydia", D,1/3/2013,1/3/2015
New York,8,"Jeffries, Hakeem", D,1/3/2013,1/3/2015
New York,9,"Clarke, Yvette", D,1/3/2013,1/3/2015
New York,10,"Nadler, Jerrold", D,1/3/2013,1/3/2015
New York,11,"Grimm, Michael", R,1/3/2013,1/3/2015
New York,12,"Maloney, Carolyn", D,1/3/2013,1/3/2015
New York,13,"Rangel, Charles", D,1/3/2013,1/3/2015
New York,14,"Crowley|Joe, Joseph", D,1/3/2013,1/3/2015
New York,15,"Serrano, Jose E.", D,1/3/2013,1/3/2015
New York,16,"Engel, Eliot", D,1/3/2013,1/3/2015
New York,17,"Lowey, Nita", D,1/3/2013,1/3/2015
New York,18,"Patrick, Sean", D,1/3/2013,1/3/2015
New York,19,"Gibson, Chris", R,1/3/2013,1/3/2015
New York,20,"Tonko, Paul", D,1/3/2013,1/3/2015
New York,21,"Owens, Bill", D,1/3/2013,1/3/2015
New York,22,"Hanna, Richard L.", R,1/3/2013,1/3/2015
New York,23,"Reed, Tom", R,1/3/2013,1/3/2015
New York,24,"Maffei, Daniel", D,1/3/2013,1/3/2015
New York,25,"Slaughter, Louise", D,1/3/2013,1/3/2015
New York,26,"Higgins, Brian", D,1/3/2013,1/3/2015
New York,27,"Collins, Chris", R,1/3/2013,1/3/2015
North Carolina,1,"Butterfield, G.K.", D,1/3/2013,1/3/2015
North Carolina,2,"Ellmers, Renee", R,1/3/2013,1/3/2015
North Carolina,3,"Jones, Walter", R,1/3/2013,1/3/2015
North Carolina,4,"Price, David", D,1/3/2013,1/3/2015
North Carolina,5,"Foxx, Virginia", R,1/3/2013,1/3/2015
North Carolina,6,"Coble, Howard", R,1/3/2013,1/3/2015
North Carolina,7,"McIntyre, Mike", D,1/3/2013,1/3/2015
North Carolina,8,"Hudson, Richard", R,1/3/2013,1/3/2015
North Carolina,9,"Pittenger, Robert", R,1/3/2013,1/3/2015
North Carolina,10,"McHenry, Patrick", R,1/3/2013,1/3/2015
North Carolina,11,"Meadows, Mark", R,1/3/2013,1/3/2015
North Carolina,12,"Watt, Mel", D,01/03/13,01/06/14
North Carolina,12,"Adams, Alma", D,11/12/14,01/03/15
North Carolina,13,"Holding, George", R,1/3/2013,1/3/2015
North Dakota,1,"Cramer, Kevin", R,1/3/2013,1/3/2015
Ohio,1,"Chabot, Steve", R,1/3/2013,1/3/2015
Ohio,2,"Wenstrup, Brad", R,1/3/2013,1/3/2015
Ohio,3,"Beatty, Joyce", D,1/3/2013,1/3/2015
Ohio,4,"Jordan, Jim", R,1/3/2013,1/3/2015
Ohio,5,"Latta, Bob", R,1/3/2013,1/3/2015
Ohio,6,"Johnson, Bill", R,1/3/2013,1/3/2015
Ohio,7,"Gibbs, Bob", R,1/3/2013,1/3/2015
Ohio,8,"Boehner, John", R,1/3/2013,1/3/2015
Ohio,9,"Kaptur, Marcy", D,1/3/2013,1/3/2015
Ohio,10,"Turner, Mike", R,1/3/2013,1/3/2015
Ohio,11,"Fudge, Marcia", D,1/3/2013,1/3/2015
Ohio,12,"Tiberi, Pat", R,1/3/2013,1/3/2015
Ohio,13,"Ryan, Tim", D,1/3/2013,1/3/2015
Ohio,14,"Joyce, David", R,1/3/2013,1/3/2015
Ohio,15,"Stivers, Steve", R,1/3/2013,1/3/2015
Ohio,16,"Renacci, Jim", R,1/3/2013,1/3/2015
Oklahoma,1,"Bridenstine, Jim", R,1/3/2013,1/3/2015
Oklahoma,2,"Mullin, Markwayne", R,1/3/2013,1/3/2015
Oklahoma,3,"Lucas, Frank", R,1/3/2013,1/3/2015
Oklahoma,4,"Cole, Tom", R,1/3/2013,1/3/2015
Oklahoma,5,"Lankford, James", R,1/3/2013,1/3/2015
Oregon,1,"Bonamici, Suzanne", D,1/3/2013,1/3/2015
Oregon,2,"Walden, Greg", R,1/3/2013,1/3/2015
Oregon,3,"Blumenauer, Earl", D,1/3/2013,1/3/2015
Oregon,4,"DeFazio, Peter", D,1/3/2013,1/3/2015
Oregon,5,"Schrader, Kurt", D,1/3/2013,1/3/2015
Pennsylvania,1,"Brady, Bob", D,1/3/2013,1/3/2015
Pennsylvania,2,"Fattah, Chaka", D,1/3/2013,1/3/2015
Pennsylvania,3,"Kelly, Mike", R,1/3/2013,1/3/2015
Pennsylvania,4,"Perry, Scott", R,1/3/2013,1/3/2015
Pennsylvania,5,"Thompson, Glenn", R,1/3/2013,1/3/2015
Pennsylvania,6,"Gerlach, Jim", R,1/3/2013,1/3/2015
Pennsylvania,7,"Meehan, Pat", R,1/3/2013,1/3/2015
Pennsylvania,8,"Fitzpatrick, Mike", R,1/3/2013,1/3/2015
Pennsylvania,9,"Shuster, Bill", R,1/3/2013,1/3/2015
Pennsylvania,10,"Marino, Tom", R,1/3/2013,1/3/2015
Pennsylvania,11,"Barletta, Lou", R,1/3/2013,1/3/2015
Pennsylvania,12,"Rothfus, Keith", R,1/3/2013,1/3/2015
Pennsylvania,13,"Schwartz, Allyson", D,1/3/2013,1/3/2015
Pennsylvania,14,"Doyle, Michael F.", D,1/3/2013,1/3/2015
Pennsylvania,15,"Dent, Charlie", R,1/3/2013,1/3/2015
Pennsylvania,16,"Pitts, Joseph r.", R,1/3/2013,1/3/2015
Pennsylvania,17,"Cartwright, Matt", D,1/3/2013,1/3/2015
Pennsylvania,18,"Murphy, Timothy F.", R,1/3/2013,1/3/2015
Rhode Island,1,"Cicilline, David", D,1/3/2013,1/3/2015
Rhode Island,2,"Langevin, James", D,1/3/2013,1/3/2015
South Carolina,1,"Sanford, Mark", R,05/07/13,01/03/15
South Carolina,2,"Wilson, Joe", R,1/3/2013,1/3/2015
South Carolina,3,"Duncan, Jeff", R,1/3/2013,1/3/2015
South Carolina,4,"Gowdy, Trey", R,1/3/2013,1/3/2015
South Carolina,5,"Mulvaney, Mick", R,1/3/2013,1/3/2015
South Carolina,6,"Clyburn, Jim", D,1/3/2013,1/3/2015
South Carolina,7,"Rice, Tom", R,1/3/2013,1/3/2015
South Dakota,1,"Noem, Kristi", R,1/3/2013,1/3/2015
Tennessee,1,"Roe, Phil", R,1/3/2013,1/3/2015
Tennessee,2,"Duncan, Jimmy", R,1/3/2013,1/3/2015
Tennessee,3,"Fleischmann, Chuck", R,1/3/2013,1/3/2015
Tennessee,4,"DesJarlais, Scott", R,1/3/2013,1/3/2015
Tennessee,5,"Cooper, Jim", D,1/3/2013,1/3/2015
Tennessee,6,"Black, Diane", R,1/3/2013,1/3/2015
Tennessee,7,"Blackburn, Marsha", R,1/3/2013,1/3/2015
Tennessee,8,"Fincher, Stephen", R,1/3/2013,1/3/2015
Tennessee,9,"Cohen, Steve", D,1/3/2013,1/3/2015
Texas,1,"Gohmert, Louie", R,1/3/2013,1/3/2015
Texas,2,"Poe, Ted", R,1/3/2013,1/3/2015
Texas,3,"Johnson, Sam", R,1/3/2013,1/3/2015
Texas,4,"Hall, Ralph", R,1/3/2013,1/3/2015
Texas,5,"Hensarling, Jeb", R,1/3/2013,1/3/2015
Texas,6,"Barton, Joe", R,1/3/2013,1/3/2015
Texas,7,"Culberson, John", R,1/3/2013,1/3/2015
Texas,8,"Brady, Kevin", R,1/3/2013,1/3/2015
Texas,9,"Green, Al", D,1/3/2013,1/3/2015
Texas,10,"McCaul, Michael", R,1/3/2013,1/3/2015
Texas,11,"Conaway, Mike", R,1/3/2013,1/3/2015
Texas,12,"Granger, Kay", R,1/3/2013,1/3/2015
Texas,13,"Thornberry, Mac", R,1/3/2013,1/3/2015
Texas,14,"Weber, Randy", R,1/3/2013,1/3/2015
Texas,15,"Hinojosa, Ruben", D,1/3/2013,1/3/2015
Texas,16,"O'Rourke, Beto", D,1/3/2013,1/3/2015
Texas,17,"Flores, Bill", R,1/3/2013,1/3/2015
Texas,18,"Jackson, Sheila", D,1/3/2013,1/3/2015
Texas,19,"Neugebauer, Randy", R,1/3/2013,1/3/2015
Texas,20,"Castro, Joaquin", D,1/3/2013,1/3/2015
Texas,21,"Smith, Lamar S.", R,1/3/2013,1/3/2015
Texas,22,"Olson, Pete", R,1/3/2013,1/3/2015
Texas,23,"Gallego, Pete", D,1/3/2013,1/3/2015
Texas,24,"Marchant, Kenny", R,1/3/2013,1/3/2015
Texas,25,"Williams, Roger", R,1/3/2013,1/3/2015
Texas,26,"Burgess, Michael C.", R,1/3/2013,1/3/2015
Texas,27,"Farenthold, Blake", R,1/3/2013,1/3/2015
Texas,28,"Cuellar, Henry", D,1/3/2013,1/3/2015
Texas,29,"Green, Gene", D,1/3/2013,1/3/2015
Texas,30,"Bernice, Eddie", D,1/3/2013,1/3/2015
Texas,31,"Carter, John", R,1/3/2013,1/3/2015
Texas,32,"Sessions, Pete", R,1/3/2013,1/3/2015
Texas,33,"Veasey, Marc", D,1/3/2013,1/3/2015
Texas,34,"Vela, Filemon", D,1/3/2013,1/3/2015
Texas,35,"Doggett, Lloyd", D,1/3/2013,1/3/2015
Texas,36,"Stockman, Steve", R,1/3/2013,1/3/2015
Utah,1,"Bishop, Rob", R,1/3/2013,1/3/2015
Utah,2,"Stewart, Chris", R,1/3/2013,1/3/2015
Utah,3,"Chaffetz, Jason", R,1/3/2013,1/3/2015
Utah,4,"Matheson, Jim", D,1/3/2013,1/3/2015
Vermont,1,"Welch, Peter", D,1/3/2013,1/3/2015
Virginia,1,"Wittman, Rob", R,1/3/2013,1/3/2015
Virginia,2,"Rigell, Scott", R,1/3/2013,1/3/2015
Virginia,3,"Scott, Bobby", D,1/3/2013,1/3/2015
Virginia,4,"Forbes, Randy", R,1/3/2013,1/3/2015
Virginia,5,"Hurt, Robert", R,1/3/2013,1/3/2015
Virginia,6,"Goodlatte, Bob", R,1/3/2013,1/3/2015
Virginia,7,"Cantor, Eric", R,01/03/13,08/18/14
Virginia,7,"Brat, Dave", R,11/12/14,01/03/15
Virginia,8,"Moran, Jim", D,1/3/2013,1/3/2015
Virginia,9,"Griffith, Morgan", R,1/3/2013,1/3/2015
Virginia,10,"Wolf, Frank", R,1/3/2013,1/3/2015
Virginia,11,"Connolly, Gerry", D,1/3/2013,1/3/2015
Washington,1,"DelBene, Suzan", D,1/3/2013,1/3/2015
