state,district,member,party,start,end
Washington,2,"Larsen, Rick", D,1/3/2013,1/3/2015
Washington,3,"Herrera, Jaime", R,1/3/2013,1/3/2015
Washington,4,"Hastings, Doc", R,1/3/2013,1/3/2015
Washington,5,"McMorris, Cathy", R,1/3/2013,1/3/2015
Washington,6,"Kilmer, Derek", D,1/3/2013,1/3/2015
Washington,7,"McDermott, Jim", D,1/3/2013,1/3/2015
Washington,8,"Reichert, Dave", R,1/3/2013,1/3/2015
Washington,9,"Smith, Adam", D,1/3/2013,1/3/2015
Washington,10,"Heck, Dennis", D,1/3/2013,1/3/2015
West Virginia,1,"McKinley, David", R,1/3/2013,1/3/2015
West Virginia,2,"Moore, Shelley", R,1/3/2013,1/3/2015
West Virginia,3,"Rahall, Nick", D,1/3/2013,1/3/2015
Wisconsin,1,"Ryan, Paul", R,1/3/2013,1/3/2015
Wisconsin,2,"Pocan, Mark", D,1/3/2013,1/3/2015
Wisconsin,3,"Kind, Ron", D,1/3/2013,1/3/2015
Wisconsin,4,"Moore, Gwen", D,1/3/2013,1/3/2015
Wisconsin,5,"Sensenbrenner, Jim", R,1/3/2013,1/3/2015
Wisconsin,6,"Petri, Tom", R,1/3/2013,1/3/2015
Wisconsin,7,"Duffy, Sean", R,1/3/2013,1/3/2015
Wisconsin,8,"Ribble, Reid", R,1/3/2013,1/3/2015
Wyoming,1,"Lummis, Cynthia", R,1/3/2013,1/3/2015
American Samoa,1,"Faleomavaega, Eni", D,1/3/2013,1/3/2015
District of Columbia,1,"Holmes, Eleanor", D,1/3/2013,1/3/2015
Guam,1,"Bordallo, Madeleine Z.", D,1/3/2013,1/3/2015
Northern Mariana Islands,1,"Sablan, Gregorio", D,1/3/2013,1/3/2015
Puerto Rico,1,"Pierluisi, Pedro", D,1/3/2013,1/3/2015
